Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
0,17.0,Mobile Phone,1.0,10.0,Debit Card,Male,3.0,1.0,Others,5.0,Married,2.0,0.0,14.0,2.0,14.0,13.0,291.9
0,7.0,Computer,2.0,17.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,4.0,Married,5.0,0.0,11.0,0.0,1.0,8.0,144.9
0,8.0,Mobile Phone,1.0,12.0,Debit Card,Male,3.0,3.0,Mobile Phone,3.0,Married,1.0,1.0,14.0,1.0,2.0,2.0,135.06
0,15.0,Mobile Phone,1.0,15.509381607842485,Credit Card,Female,3.0,1.0,Laptop & Accessory,4.0,Married,7.0,1.0,16.0,0.0,1.0,0.0,123.72
0,16.0,Mobile Phone,3.0,10.0,E wallet,Female,2.0,4.0,Fashion,1.0,Single,4.0,0.0,14.0,10.0,15.0,17.0,202.31
0,9.0,Mobile Phone,1.0,8.0,Debit Card,Female,2.0,3.0,Laptop & Accessory,4.0,Single,10.0,1.0,11.0,4.0,5.0,12.0,154.1
1,7.0,Mobile Phone,1.0,21.0,Credit Card,Female,3.0,3.0,Fashion,1.0,Married,2.0,0.0,11.0,0.0,1.0,5.0,179.78
0,1.0,Computer,1.0,8.0,Debit Card,Male,2.0,4.0,Mobile Phone,1.0,Married,2.0,1.0,12.0,0.0,2.0,2.0,138.67
0,24.0,Computer,1.0,12.0,Credit Card,Female,2.70440713153099,4.0,Mobile Phone,3.0,Single,1.0,0.0,14.0,3.0,7.0,7.0,128.38
0,3.0,Computer,1.0,15.0,Credit Card,Female,3.0,3.0,Laptop & Accessory,3.0,Single,8.0,1.0,18.0,0.0,1.0,7.0,146.95
1,0.0,Mobile Phone,1.0,13.0,COD,Female,2.0,3.0,Mobile Phone,3.0,Married,4.0,1.0,13.0,4.0,7.0,7.0,133.39
0,5.517375263063115,Mobile Phone,1.0,7.0,COD,Male,2.0,3.0,Mobile Phone,5.0,Single,3.0,0.0,11.0,1.0,1.0,2.0,120.80000000000001
0,5.272334244387231,Mobile Phone,1.0,7.0,Credit Card,Female,2.0,3.0,Mobile Phone,4.0,Single,2.0,0.0,18.0,1.0,2.0,1.0,120.96000000000001
0,5.0,Mobile Phone,3.0,14.0,Credit Card,Male,2.0,1.0,Laptop & Accessory,1.0,Married,2.0,0.0,15.0,0.0,1.0,8.0,162.09
0,18.0,Computer,1.0,31.0,Credit Card,Female,2.0,3.0,Others,4.0,Single,4.0,0.0,22.0,0.48590333421445964,1.0,0.0,280.61
0,12.0,Mobile Phone,1.0,19.0,Credit Card,Female,3.0,4.0,Grocery,4.0,Married,7.0,1.0,13.0,7.972818146853895,15.0,2.0,271.23
0,30.0,Mobile Phone,1.0,15.235540651375134,Debit Card,Male,2.0,3.0,Mobile Phone,3.0,Married,2.0,0.0,12.0,1.0,2.0,2.0,123.72
1,0.0,Mobile Phone,1.0,13.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,3.0,Married,2.0,0.0,18.0,0.0,1.0,1.0,148.83
1,2.0,Mobile Phone,1.0,29.0,Credit Card,Male,3.0,3.0,Mobile Phone,5.0,Single,1.0,0.0,13.0,0.0,1.0,3.0,139.04
0,3.0,Mobile Phone,1.0,12.0,COD,Female,2.0,4.0,Laptop & Accessory,1.0,Married,1.0,0.0,12.0,5.0,6.0,7.0,146.27
0,9.0,Mobile Phone,1.0,16.0,COD,Female,3.0,3.0,Fashion,3.0,Married,4.0,0.0,12.0,1.0,1.0,7.0,170.94
0,19.0,Mobile Phone,2.0,7.0,Debit Card,Female,2.0,3.0,Mobile Phone,5.0,Single,7.0,0.0,12.0,2.0,5.0,7.0,134.23
0,1.0,Computer,1.0,7.0,Debit Card,Female,2.0,5.0,Laptop & Accessory,1.0,Married,1.0,0.0,11.0,7.0,7.0,5.0,166.74
0,23.0,Mobile Phone,1.0,34.0,Debit Card,Female,2.0,3.0,Grocery,5.0,Married,5.0,1.0,11.0,0.4319620438318217,1.0,2.0,268.8
1,3.0,Mobile Phone,3.0,31.0,E wallet,Male,2.0,4.0,Fashion,4.0,Single,3.0,1.0,12.0,1.0,1.0,0.0,190.94
1,15.0,Mobile Phone,3.0,11.0,Debit Card,Male,3.0,3.0,Fashion,4.0,Single,10.0,1.0,19.0,7.0,7.0,7.0,184.46
0,3.0,Mobile Phone,1.0,23.0,Credit Card,Female,3.0,3.0,Fashion,5.0,Married,2.0,1.0,23.0,1.0,1.0,4.33136207264225,219.16000000000003
0,12.0,Mobile Phone,1.0,24.0,Debit Card,Male,2.0,3.0,Laptop & Accessory,3.0,Single,1.0,0.0,11.0,1.0,1.0,7.0,145.34
0,4.0,Computer,3.0,8.0,Debit Card,Female,2.0,3.0,Fashion,3.0,Married,2.0,1.0,19.0,8.0,9.0,6.0,198.52
0,14.0,Computer,3.0,16.0,Credit Card,Male,2.0,5.0,Laptop & Accessory,4.0,Single,2.0,0.0,13.0,3.0,11.0,9.0,161.51
1,3.8745989218177517,Computer,3.0,7.0,Debit Card,Female,2.0,3.0,Mobile Phone,4.0,Single,2.0,1.0,11.0,2.0,2.0,2.0,123.02000000000001
1,7.0,Mobile Phone,1.0,15.444677420518953,Debit Card,Male,2.0,3.0,Mobile Phone,5.0,Married,5.0,0.0,12.0,1.0,1.0,2.0,123.62
0,15.0,Computer,1.0,8.0,Debit Card,Male,2.0,3.0,Grocery,3.0,Married,1.0,1.0,13.0,0.8166649807532478,2.0,10.0,278.61
0,28.0,Mobile Phone,1.0,8.0,Credit Card,Female,2.0,5.0,Others,3.0,Married,5.0,0.0,14.0,4.569708570723199,9.0,11.0,291.87
0,29.0,Mobile Phone,2.0,14.0,Debit Card,Male,3.0,3.0,Others,4.0,Single,7.0,0.0,15.570662672446165,2.0,7.0,7.0,297.17
0,13.0,Computer,1.0,22.0,Debit Card,Male,3.0,3.0,Mobile Phone,3.0,Married,10.0,0.0,16.0,1.0,1.0,0.0,135.44
0,7.0,Mobile Phone,1.0,15.0,Debit Card,Male,2.0,3.0,Fashion,1.0,Married,1.0,0.0,11.0,0.0,1.0,6.0,185.0
0,13.0,Mobile Phone,1.0,8.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,13.0,3.0,8.0,8.0,146.61
0,14.0,Computer,3.0,7.0,E wallet,Female,3.0,3.0,Laptop & Accessory,5.0,Married,1.0,0.0,17.0,0.0,1.0,7.0,141.03
0,8.0,Computer,1.0,10.0,Debit Card,Male,2.0,3.0,Laptop & Accessory,3.0,Single,2.0,1.0,11.0,1.0,1.0,1.0,142.49
0,24.0,Mobile Phone,2.0,11.0,Debit Card,Male,2.0,3.0,Grocery,4.0,Married,2.0,1.0,11.0,0.0,2.9221494727003616,10.0,240.26
0,11.0,Mobile Phone,3.0,8.0,Debit Card,Female,2.0,3.0,Laptop & Accessory,5.0,Married,4.0,0.0,15.0,0.0,1.0,7.0,168.93
0,7.0,Mobile Phone,3.0,21.0,Credit Card,Female,3.0,3.0,Laptop & Accessory,5.0,Single,2.0,0.0,12.0,4.0,9.0,6.0,161.25
0,0.0,Mobile Phone,1.0,25.0,Credit Card,Male,3.0,3.0,Mobile Phone,1.0,Married,4.0,0.0,11.0,0.0,1.0,2.0,136.69
1,20.0,Mobile Phone,1.0,13.0,Credit Card,Female,2.0,4.0,Fashion,5.0,Married,8.0,1.0,14.0,1.0,5.0,9.0,200.08
0,13.0,Mobile Phone,1.0,15.918286693244148,Debit Card,Male,2.0,3.0,Mobile Phone,4.0,Married,4.0,0.0,22.0,1.0,1.0,3.0,123.87
0,9.0,Computer,3.0,13.0,E wallet,Female,2.0,1.0,Laptop & Accessory,5.0,Married,3.0,0.0,16.0,5.0,6.0,13.0,146.39
0,21.0,Mobile Phone,1.0,10.0,Debit Card,Male,2.0,3.0,Fashion,1.0,Single,2.0,0.0,11.0,1.0,1.0,8.0,178.98
0,0.0,Mobile Phone,3.0,15.522893325606645,Credit Card,Female,3.0,1.0,Mobile Phone,1.0,Married,9.0,0.0,14.0,0.0,1.0,0.0,125.34
0,24.0,Mobile Phone,1.0,17.0,COD,Female,2.0,4.0,Grocery,4.0,Single,4.0,0.0,16.0,0.0,1.0,3.0,231.42000000000002
0,4.481733117477599,Computer,1.0,7.0,Debit Card,Female,3.0,3.0,Mobile Phone,1.0,Single,2.0,0.0,15.0,1.0,1.0,0.0,116.11000000000001
0,8.0,Mobile Phone,1.0,7.0,Credit Card,Female,2.0,4.0,Laptop & Accessory,1.0,Married,1.0,0.0,12.0,0.0,1.0,0.0,153.63
0,0.0,Computer,3.0,8.0,Debit Card,Male,2.0,5.0,Laptop & Accessory,1.0,Single,4.0,0.0,20.0,0.0,1.0,0.0,150.71
1,18.0,Mobile Phone,3.0,19.0,E wallet,Male,2.0,1.0,Grocery,3.0,Single,7.0,1.0,17.0,1.0,3.3488639899125174,8.0,236.95
0,29.0,Mobile Phone,1.0,29.0,Debit Card,Male,3.0,3.0,Grocery,4.0,Married,5.0,1.0,12.0,13.0,15.837137952584104,9.0,234.01999999999998
0,3.863033176147537,Computer,1.0,32.0,COD,Female,3.0,4.0,Mobile Phone,3.0,Married,2.0,0.0,20.0,1.0,1.0,0.0,120.28999999999999
0,13.0,Mobile Phone,1.0,8.0,Credit Card,Female,2.0,1.0,Laptop & Accessory,3.0,Married,6.0,0.0,20.0,6.0,11.0,8.0,163.77
0,7.0,Mobile Phone,1.0,35.0,Credit Card,Male,2.0,3.0,Laptop & Accessory,3.0,Married,5.0,0.0,13.0,5.0,7.0,7.0,154.29
1,0.0,Computer,3.0,8.0,Debit Card,Female,2.889694787077538,4.0,Mobile Phone,1.0,Single,8.0,0.0,14.0,0.0,1.0,0.0,127.85
1,0.0,Computer,3.0,24.0,E wallet,Female,3.0,3.0,Laptop & Accessory,3.0,Married,1.0,1.0,18.0,0.0,3.0,2.0,146.14
0,11.0,Computer,1.0,15.37206306114776,Debit Card,Male,2.0,1.0,Mobile Phone,3.0,Married,2.0,0.0,11.0,0.0,1.0,3.0,126.1
0,7.0,Mobile Phone,1.0,8.0,COD,Female,3.0,3.0,Laptop & Accessory,1.0,Single,2.0,0.0,11.0,4.0,4.0,11.0,166.87
0,1.0,Mobile Phone,3.0,32.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,5.0,Married,2.0,0.0,11.0,1.0,1.0,4.0,147.24
1,0.0,Mobile Phone,1.0,28.0,Credit Card,Male,3.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,15.0,5.0,6.0,7.0,161.79
0,12.0,Mobile Phone,3.0,27.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,1.0,Married,4.0,1.0,12.0,0.0,1.0,4.0,161.2
0,24.0,Computer,3.0,8.0,E wallet,Male,2.0,3.0,Fashion,4.0,Married,3.0,0.0,11.0,3.0,3.0,2.0,205.96
0,14.0,Computer,1.0,28.0,Debit Card,Female,3.0,3.0,Laptop & Accessory,1.0,Married,4.0,1.0,14.0,2.0,3.0,3.0,154.67
0,10.0,Mobile Phone,1.0,10.0,Debit Card,Male,2.831372562221981,3.0,Mobile Phone,3.0,Married,8.0,1.0,15.0,1.0,1.0,3.0,129.96
0,6.0,Computer,3.0,11.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,1.0,Married,7.0,0.0,13.0,1.0,1.0,2.0,199.98
0,5.0,Mobile Phone,3.0,8.0,E wallet,Male,2.0,3.0,Laptop & Accessory,4.0,Married,1.0,1.0,13.0,1.0,1.0,2.0,140.78
0,12.0,Computer,1.0,31.0,Debit Card,Male,3.0,3.0,Fashion,3.0,Married,4.0,0.0,21.0,0.0,1.0,4.364717955230231,209.2
0,0.0,Mobile Phone,3.0,24.0,Debit Card,Male,3.0,1.0,Laptop & Accessory,3.0,Married,3.0,0.0,11.0,1.0,1.0,2.0,162.32
0,25.0,Computer,1.0,34.0,Credit Card,Female,2.0,1.0,Grocery,3.0,Married,3.0,1.0,11.0,1.0,2.4057106644947353,2.0,232.47000000000003
0,16.0,Mobile Phone,1.0,12.0,Credit Card,Female,3.0,4.0,Laptop & Accessory,3.0,Single,2.0,1.0,14.0,0.0,1.0,8.0,140.81
0,0.0,Mobile Phone,3.0,16.0,E wallet,Female,3.0,4.0,Laptop & Accessory,1.0,Married,2.0,1.0,11.0,1.0,4.0,4.0,157.69
1,0.0,Mobile Phone,1.0,15.777626923772488,Debit Card,Female,2.0,3.0,Mobile Phone,3.0,Single,2.0,1.0,13.0,4.0,7.0,7.0,123.94
0,0.0,Mobile Phone,1.0,8.0,Credit Card,Male,2.0,4.0,Mobile Phone,1.0,Single,1.0,0.0,12.0,1.0,1.0,1.0,139.04
0,15.0,Mobile Phone,2.0,16.0,UPI,Female,2.0,3.0,Grocery,5.0,Married,1.0,0.0,14.0,0.3127499789031325,1.0,9.0,267.99
0,25.0,Mobile Phone,1.0,14.0,UPI,Female,2.812363274300512,3.0,Mobile Phone,5.0,Married,10.0,0.0,13.0,1.0,1.0,4.0,129.5
0,10.0,Mobile Phone,1.0,17.0,Credit Card,Female,3.0,3.0,Mobile Phone,3.0,Single,5.0,0.0,18.0,1.0,1.0,2.0,136.29
0,8.0,Computer,1.0,24.0,Debit Card,Male,2.0,3.0,Fashion,1.0,Single,3.0,0.0,11.0,2.0,2.0,2.0,193.62
0,0.0,Mobile Phone,1.0,7.0,COD,Male,2.0,3.0,Mobile Phone,1.0,Married,5.0,0.0,11.0,0.0,1.0,2.0,132.29
0,0.0,Mobile Phone,1.0,13.0,UPI,Male,3.0,1.0,Mobile Phone,5.0,Single,1.0,0.0,12.0,0.0,1.0,7.0,135.78
0,2.0,Mobile Phone,2.0,23.0,UPI,Male,2.0,4.0,Fashion,5.0,Single,2.0,0.0,13.0,0.0,1.0,9.0,179.88
1,12.0,Computer,1.0,34.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,5.0,Single,4.0,0.0,20.0,0.0,1.0,3.0,142.84
1,0.0,Computer,1.0,20.0,UPI,Female,2.0,3.0,Fashion,1.0,Single,1.0,1.0,12.0,4.0,7.0,7.0,175.53
0,27.0,Mobile Phone,1.0,7.0,Credit Card,Female,2.0,3.0,Grocery,1.0,Single,7.0,0.0,19.0,6.088989806532002,12.0,7.0,273.28
0,30.0,Mobile Phone,1.0,7.0,Credit Card,Female,3.0,3.0,Others,5.0,Married,4.0,1.0,15.533958240425662,1.0,1.0,5.0,297.01
0,28.0,Mobile Phone,1.0,7.0,Credit Card,Male,2.0,1.0,Grocery,1.0,Married,3.0,0.0,13.0,0.0,0.9873621766130865,0.0,247.32
0,9.0,Mobile Phone,3.0,9.0,E wallet,Female,3.0,3.0,Laptop & Accessory,4.0,Single,4.0,1.0,16.0,0.0,1.0,1.0,192.78
1,2.1435858175754294,Computer,3.0,7.0,Debit Card,Female,2.0,5.0,Mobile Phone,3.0,Single,2.0,0.0,12.0,0.0,1.0,0.0,113.59
0,3.0,Mobile Phone,3.0,13.0,E wallet,Female,3.0,3.0,Laptop & Accessory,5.0,Married,8.0,0.0,14.0,1.0,1.0,2.0,147.79
0,4.0,Mobile Phone,1.0,14.0,Debit Card,Female,3.0,3.0,Grocery,4.0,Single,4.0,0.0,11.0,0.7288433537228578,1.0,0.0,264.22
0,7.0,Computer,1.0,7.0,UPI,Male,2.7634352141165293,3.0,Mobile Phone,5.0,Married,6.0,0.0,14.0,1.0,1.0,3.0,129.96
1,3.72431359697993,Mobile Phone,1.0,14.0,Debit Card,Female,2.0,4.0,Mobile Phone,4.0,Single,2.0,0.0,12.0,0.0,1.0,0.0,112.61000000000001
0,3.8916971875390907,Mobile Phone,1.0,17.0,Debit Card,Male,3.0,3.0,Mobile Phone,5.0,Married,1.0,0.0,14.0,1.0,1.0,4.0,120.99000000000001
0,9.0,Mobile Phone,1.0,10.0,Debit Card,Male,2.0,4.0,Laptop & Accessory,1.0,Single,2.0,0.0,16.0,0.0,1.0,8.0,158.1
0,9.0,Mobile Phone,3.0,22.0,E wallet,Female,3.0,4.0,Laptop & Accessory,5.0,Married,5.0,0.0,13.0,1.0,1.0,2.0,156.47
0,20.0,Mobile Phone,1.0,7.0,COD,Male,3.0,3.0,Mobile Phone,1.0,Married,8.0,0.0,12.0,1.0,1.0,2.0,134.2
1,0.0,Mobile Phone,3.0,15.0,Debit Card,Male,3.0,4.0,Mobile Phone,5.0,Married,4.0,0.0,12.0,2.0,2.0,2.0,144.0
0,10.0,Computer,1.0,11.0,COD,Male,2.0,1.0,Mobile Phone,3.0,Single,1.0,0.0,14.0,0.0,1.0,3.0,135.0
0,5.574080486892113,Mobile Phone,1.0,7.0,Debit Card,Female,2.0,3.0,Mobile Phone,5.0,Married,3.0,0.0,22.0,0.0,1.0,0.0,120.66
0,20.0,Mobile Phone,1.0,8.0,Credit Card,Female,2.0,3.0,Grocery,3.0,Married,4.0,0.0,19.0,2.490078241138901,5.0,6.0,271.69
0,0.0,Mobile Phone,3.0,10.0,Credit Card,Female,2.0,3.0,Laptop & Accessory,3.0,Married,2.0,1.0,12.0,1.0,1.0,3.0,141.62
0,5.0,Mobile Phone,3.0,13.0,E wallet,Male,3.0,3.0,Laptop & Accessory,1.0,Married,5.0,0.0,12.0,0.0,1.0,3.0,192.04
0,7.0,Mobile Phone,1.0,7.0,Debit Card,Female,2.0,4.0,Mobile Phone,4.0,Married,6.0,0.0,17.0,1.0,1.0,2.0,132.94
0,7.087767437076387,Mobile Phone,1.0,11.0,Credit Card,Male,2.0,1.0,Mobile Phone,3.0,Married,3.0,1.0,12.0,0.0,1.0,3.0,121.27000000000001
0,13.0,Computer,1.0,15.0,UPI,Male,2.0,3.0,Laptop & Accessory,3.0,Married,4.0,0.0,11.0,0.0,1.0,7.0,139.75
0,4.0,Mobile Phone,3.0,14.0,Debit Card,Male,2.0,3.0,Fashion,1.0,Married,2.0,0.0,18.0,2.0,9.0,9.0,207.93
1,9.0,Mobile Phone,3.0,15.0,E wallet,Male,2.0,3.0,Fashion,1.0,Married,5.0,0.0,11.0,4.0,4.0,3.0,200.96
1,2.0,Computer,1.0,8.0,Debit Card,Female,2.0,4.0,Mobile Phone,5.0,Single,3.0,1.0,23.0,0.0,1.0,0.0,136.46
1,0.0,Computer,1.0,7.0,Debit Card,Female,3.0,1.0,Fashion,4.0,Single,2.0,0.0,11.0,1.0,4.0,7.0,174.46
0,18.0,Mobile Phone,1.0,26.0,Credit Card,Male,3.0,5.0,Fashion,5.0,Married,3.0,1.0,18.0,1.0,1.0,7.0,208.51
0,9.82540071043236,Mobile Phone,2.0,14.0,Credit Card,Female,3.0,1.0,Mobile Phone,4.0,Single,10.0,0.0,18.0,1.0,1.0,2.0,121.09
1,0.0,Computer,1.0,8.0,Debit Card,Male,3.0,3.0,Mobile Phone,1.0,Married,7.0,1.0,13.0,0.0,2.0,2.0,137.22
0,18.0,Mobile Phone,1.0,35.0,COD,Male,2.0,3.0,Fashion,1.0,Married,5.0,1.0,18.0,1.0,1.0,2.0,193.8
0,21.0,Mobile Phone,3.0,13.0,E wallet,Male,3.0,3.0,Laptop & Accessory,5.0,Married,5.0,0.0,11.0,0.0,2.0,2.0,154.86
1,0.0,Mobile Phone,2.0,15.0,COD,Female,2.7061727386856207,3.0,Mobile Phone,3.0,Married,2.0,0.0,15.0,2.0,2.0,2.0,127.41999999999999
0,13.0,Computer,1.0,14.0,Credit Card,Male,2.0,4.0,Fashion,4.0,Married,3.0,0.0,11.0,4.0,6.521818794869246,8.0,237.57
0,1.0,Mobile Phone,3.0,11.0,Credit Card,Male,2.0,3.0,Laptop & Accessory,5.0,Single,1.0,0.0,18.0,0.0,1.0,3.0,184.63
0,17.0,Computer,1.0,11.0,Debit Card,Male,2.0,4.0,Mobile Phone,3.0,Single,4.0,0.0,14.0,0.0,1.0,3.0,131.62
0,26.0,Mobile Phone,1.0,8.0,Credit Card,Male,2.0,1.0,Grocery,4.0,Single,5.0,0.0,12.0,3.841843598331382,8.0,8.0,265.98
0,22.0,Mobile Phone,1.0,11.0,COD,Male,3.0,3.0,Laptop & Accessory,3.0,Married,3.0,0.0,14.0,0.0,1.0,2.0,166.51
0,13.0,Mobile Phone,1.0,15.519597945893315,Credit Card,Male,3.0,3.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,1.0,1.0,2.0,123.44999999999999
0,17.0,Mobile Phone,1.0,26.0,Debit Card,Male,2.0,3.0,Mobile Phone,4.0,Single,2.0,0.0,13.0,1.0,1.0,3.0,134.2
0,6.0,Computer,3.0,13.0,Credit Card,Male,2.0,3.0,Laptop & Accessory,5.0,Married,1.0,0.0,14.0,1.0,1.0,3.0,143.73
0,7.0,Mobile Phone,3.0,9.0,UPI,Male,2.0,5.0,Laptop & Accessory,5.0,Single,4.0,0.0,18.0,2.0,3.0,12.0,147.59
0,3.0,Mobile Phone,3.0,22.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,3.0,Married,9.0,0.0,15.0,1.0,2.0,2.0,153.01
0,15.0,Computer,1.0,15.0,Credit Card,Female,3.0,3.0,Mobile Phone,1.0,Single,2.0,0.0,13.0,0.0,5.0,8.0,136.73
0,17.0,Computer,3.0,7.0,E wallet,Female,3.0,3.0,Laptop & Accessory,3.0,Married,8.0,0.0,12.0,0.0,1.0,0.0,147.68
0,3.826860106774797,Computer,1.0,13.0,COD,Male,3.0,3.0,Mobile Phone,3.0,Married,2.0,0.0,13.0,0.0,1.0,0.0,112.74000000000001
0,30.0,Mobile Phone,1.0,7.0,Debit Card,Male,3.0,1.0,Laptop & Accessory,3.0,Married,1.0,0.0,24.0,1.0,2.0,8.0,149.0
0,22.0,Mobile Phone,1.0,13.0,Debit Card,Male,2.0,3.0,Fashion,4.0,Married,4.0,0.0,14.0,0.0,1.0,7.0,204.66
0,7.0,Computer,1.0,21.0,Credit Card,Male,3.0,3.0,Grocery,5.0,Married,8.0,0.0,14.0,3.2132990013019556,6.0,9.0,270.07
1,0.0,Computer,3.0,7.0,COD,Male,2.684622514114935,3.0,Mobile Phone,3.0,Married,4.0,0.0,15.0,1.0,1.0,2.0,129.09
1,0.0,Computer,3.0,19.0,COD,Female,2.0,3.0,Laptop & Accessory,4.0,Single,6.0,0.0,11.0,1.0,1.0,0.0,157.65
1,0.0,Mobile Phone,3.0,30.0,Credit Card,Female,2.0,4.0,Laptop & Accessory,4.0,Single,1.0,1.0,23.0,4.0,10.0,10.0,145.99
0,8.0,Mobile Phone,3.0,15.494073846827884,Debit Card,Male,3.0,3.0,Mobile Phone,3.0,Married,2.0,0.0,13.0,0.0,1.0,0.0,124.03999999999999
1,0.0,Computer,1.0,15.0,Credit Card,Male,2.0,3.0,Mobile Phone,5.0,Single,3.0,1.0,11.0,0.0,1.0,0.0,131.72
0,2.916751612012524,Computer,3.0,19.0,Debit Card,Female,3.0,3.0,Mobile Phone,4.0,Married,2.0,0.0,13.0,0.0,1.0,0.0,120.33000000000001
0,17.0,Computer,1.0,8.0,Credit Card,Male,2.0,3.0,Fashion,3.0,Single,6.0,1.0,18.0,2.0,2.0,2.0,202.09
0,2.0,Mobile Phone,3.0,25.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,14.0,1.0,1.0,4.0,186.2
0,4.433772045144492,Mobile Phone,2.0,7.0,Debit Card,Male,2.0,3.0,Mobile Phone,3.0,Married,1.0,0.0,21.0,0.0,1.0,3.0,120.63999999999999
0,28.0,Mobile Phone,1.0,10.0,Debit Card,Male,1.0,3.0,Laptop & Accessory,3.0,Married,1.0,1.0,16.0,1.0,1.0,2.0,140.35
0,6.0,Mobile Phone,1.0,10.0,Credit Card,Female,2.0,4.0,Mobile Phone,4.0,Married,9.0,0.0,11.0,1.0,1.0,2.0,138.38
0,20.0,Mobile Phone,3.0,20.0,Credit Card,Female,3.0,3.0,Laptop & Accessory,3.0,Married,4.0,1.0,17.0,1.0,1.0,2.0,145.91
1,0.0,Computer,1.0,15.392010855006848,Credit Card,Male,2.0,4.0,Mobile Phone,5.0,Single,8.0,0.0,11.0,1.0,1.0,0.0,125.61000000000001
0,3.5061948953924933,Mobile Phone,1.0,7.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Married,2.0,0.0,14.0,0.0,1.0,0.0,115.63
0,1.0,Computer,3.0,13.0,Debit Card,Male,2.0,3.0,Laptop & Accessory,5.0,Single,1.0,0.0,14.0,1.0,1.0,3.0,148.98
0,22.0,Mobile Phone,1.0,9.0,Credit Card,Female,2.0,4.0,Laptop & Accessory,5.0,Married,5.0,0.0,25.0,0.0,1.0,2.0,147.89
0,2.0,Computer,1.0,8.0,Debit Card,Female,3.0,3.0,Mobile Phone,4.0,Married,1.0,0.0,13.0,1.0,1.0,2.0,131.8
0,1.0,Mobile Phone,1.0,35.0,Debit Card,Male,3.0,5.0,Laptop & Accessory,4.0,Married,2.0,0.0,14.0,0.0,1.0,7.0,165.49
0,6.0,Mobile Phone,1.0,14.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,3.0,Single,3.0,1.0,17.0,1.0,1.0,0.0,163.88
0,5.0,Mobile Phone,1.0,16.0,Credit Card,Male,3.0,3.0,Fashion,1.0,Single,3.0,0.0,25.0,0.0,1.0,4.218746874879825,212.44
0,27.0,Computer,1.0,17.0,Credit Card,Female,2.0,3.0,Grocery,1.0,Married,4.0,0.0,20.0,0.0,3.343722910318298,12.0,260.32
1,0.0,Mobile Phone,1.0,15.736154641270744,COD,Male,3.0,4.0,Mobile Phone,5.0,Single,7.0,0.0,13.0,1.0,1.0,7.0,123.62
0,17.0,Mobile Phone,1.0,34.0,Debit Card,Male,2.0,3.0,Grocery,5.0,Married,4.0,0.0,13.0,6.807686132608813,14.0,17.0,263.28
0,12.0,Mobile Phone,1.0,12.0,Debit Card,Female,2.0,3.0,Fashion,4.0,Single,5.0,0.0,18.0,2.0,2.0,2.0,183.76
0,19.0,Mobile Phone,3.0,9.0,Debit Card,Female,2.0,3.0,Grocery,4.0,Married,9.0,0.0,12.0,2.6679375581231803,5.0,1.0,266.06
0,8.0,Mobile Phone,1.0,22.0,Debit Card,Female,3.0,4.0,Fashion,4.0,Single,2.0,0.0,19.0,3.0,3.0,3.0,186.06
0,4.1528909595057915,Mobile Phone,1.0,26.0,Debit Card,Male,3.0,3.0,Laptop & Accessory,3.0,Single,1.0,0.0,14.0,1.0,1.0,2.0,122.72
1,5.879814476529608,Mobile Phone,1.0,15.0,Debit Card,Male,2.0,3.0,Mobile Phone,5.0,Single,4.0,0.0,14.0,1.0,1.0,0.0,120.18
0,7.0,Mobile Phone,3.0,7.0,COD,Male,3.0,4.0,Fashion,3.0,Married,2.0,1.0,14.0,7.0,8.0,6.0,170.83
1,0.0,Computer,1.0,9.0,Debit Card,Female,2.0,3.0,Mobile Phone,3.0,Single,2.0,0.0,12.0,2.0,7.0,7.0,140.84
0,23.0,Computer,1.0,28.0,Credit Card,Male,2.0,5.0,Grocery,1.0,Single,2.0,1.0,13.0,1.0,3.8180426901497904,9.0,244.11
0,4.573391383383239,Mobile Phone,3.0,13.0,COD,Male,2.0,3.0,Mobile Phone,3.0,Married,1.0,1.0,25.0,3.0,5.0,7.0,123.08000000000001
0,15.0,Mobile Phone,1.0,8.0,Credit Card,Male,3.0,4.0,Mobile Phone,4.0,Married,5.0,0.0,14.0,0.0,1.0,0.0,148.41
0,10.0,Mobile Phone,1.0,19.0,Credit Card,Male,2.0,3.0,Laptop & Accessory,1.0,Married,2.0,0.0,17.0,2.0,3.0,7.0,142.85
